Read_Length	Read_Numbers	Flowcell_ID	Platform
101100	307	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101200	286	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101300	285	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101400	318	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101500	290	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101600	297	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101700	306	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101800	277	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
101900	283	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102000	250	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102100	290	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102200	283	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102300	288	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102400	257	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102500	289	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102600	299	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102700	292	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102800	287	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
102900	259	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103000	273	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103100	287	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103200	281	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103300	296	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103400	281	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103500	290	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103600	259	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103700	259	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103800	281	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
103900	298	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104000	239	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104100	268	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104200	265	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104300	263	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104400	262	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104500	269	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104600	256	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104700	229	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104800	289	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
104900	261	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105000	271	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105100	263	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105200	253	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105300	254	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105400	278	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105500	261	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105600	236	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105700	252	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105800	248	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
105900	272	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106000	249	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106100	265	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106200	223	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106300	258	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106400	271	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106500	259	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106600	224	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106700	243	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106800	220	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
106900	249	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107000	215	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107100	264	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107200	249	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107300	237	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107400	220	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107500	211	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107600	279	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107700	224	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107800	224	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
107900	215	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108000	237	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108100	260	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108200	208	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108300	232	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108400	209	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108500	240	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108600	214	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108700	200	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108800	222	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
108900	232	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109000	221	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109100	198	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109200	214	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109300	216	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109400	221	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109500	202	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109600	202	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109700	221	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109800	218	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
109900	180	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110000	202	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110100	202	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110200	223	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110300	213	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110400	207	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110500	179	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110600	228	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110700	199	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110800	216	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
110900	210	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111000	204	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111100	176	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111200	210	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111300	193	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111400	154	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111500	196	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111600	183	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111700	211	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111800	209	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
111900	166	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112000	180	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112100	209	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112200	189	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112300	178	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112400	201	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112500	218	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112600	180	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112700	161	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112800	177	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
112900	194	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113000	185	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113100	182	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113200	197	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113300	193	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113400	177	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113500	200	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113600	183	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113700	202	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113800	189	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
113900	172	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114000	195	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114100	200	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114200	175	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114300	193	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114400	172	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114500	183	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114600	185	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114700	174	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114800	177	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
114900	176	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115000	177	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115100	184	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115200	194	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115300	171	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115400	169	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115500	180	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115600	192	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115700	175	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115800	189	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
115900	164	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116000	172	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116100	177	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116200	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116300	164	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116400	171	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116500	178	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116600	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116700	171	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116800	159	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
116900	153	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117000	167	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117100	145	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117200	162	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117300	157	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117400	148	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117500	161	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117600	164	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117700	148	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117800	132	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
117900	186	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118000	137	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118100	162	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118200	136	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118300	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118400	143	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118500	166	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118600	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118700	156	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118800	134	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
118900	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119000	124	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119100	148	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119200	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119300	138	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119400	149	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119500	145	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119600	139	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119700	139	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119800	150	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
119900	149	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120000	154	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120100	152	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120200	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120300	144	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120400	146	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120500	143	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120600	134	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120700	155	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120800	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
120900	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121000	147	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121100	127	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121200	152	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121300	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121400	128	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121500	140	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121600	147	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121700	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121800	130	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
121900	158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122000	111	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122100	148	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122200	109	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122300	152	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122400	139	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122500	134	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122600	141	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122700	116	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122800	121	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
122900	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123000	119	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123100	127	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123200	122	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123300	131	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123400	152	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123500	128	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123600	135	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123700	131	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123800	145	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
123900	129	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124000	122	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124100	120	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124200	141	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124300	124	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124400	117	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124500	129	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124600	132	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124700	105	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124800	97	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
124900	106	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125000	119	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125100	106	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125200	108	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125300	104	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125400	90	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125500	138	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125600	113	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125700	113	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125800	116	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
125900	108	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126000	127	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126100	108	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126200	115	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126300	111	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126400	106	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126500	100	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126600	125	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126700	113	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126800	91	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
126900	96	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127000	124	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127100	122	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127200	107	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127300	88	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127400	99	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127500	116	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127600	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127700	119	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127800	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
127900	101	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128000	133	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128100	118	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128200	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128300	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128400	123	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128500	85	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128600	125	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128700	101	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128800	96	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
128900	107	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129000	105	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129100	94	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129200	102	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129300	106	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129400	97	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129500	100	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129600	105	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129700	95	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129800	111	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
129900	92	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130000	95	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130100	90	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130200	102	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130300	106	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130400	84	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130500	117	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130600	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130700	87	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130800	90	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
130900	105	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131000	105	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131100	97	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131200	109	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131300	84	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131400	89	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131500	84	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131600	77	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131700	98	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131800	100	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
131900	99	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
132000	87	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
