Read_Length	Read_Numbers	Flowcell_ID	Platform
12800	9539	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
12900	9568	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13000	9555	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13100	9266	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13200	9299	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13300	9366	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13400	9304	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13500	9195	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13600	9121	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13700	9022	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13800	8994	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
13900	9247	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14000	8942	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14100	9019	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14200	8896	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14300	8712	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14400	8880	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14500	8879	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14600	8723	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14700	8828	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14800	8447	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
14900	8358	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15000	8552	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15100	8351	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15200	8420	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15300	8314	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15400	8350	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15500	8377	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15600	8210	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15700	8158	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15800	8222	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
15900	8053	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16000	8058	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16100	7826	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16200	7971	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16300	7978	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16400	7722	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16500	8000	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16600	7815	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16700	7865	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16800	7739	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
16900	7700	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17000	7496	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17100	7610	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17200	7637	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17300	7755	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17400	7467	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17500	7578	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17600	7403	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17700	7357	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17800	7406	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
17900	7265	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18000	7518	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18100	7228	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18200	7301	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18300	7266	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18400	7115	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18500	7237	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18600	7206	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18700	7156	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18800	7073	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
18900	7062	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19000	7081	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19100	7025	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19200	6935	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19300	6897	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19400	6872	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19500	6716	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19600	7005	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19700	6990	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19800	6862	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
19900	6679	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20000	6744	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20100	6623	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20200	6598	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20300	6573	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20400	6499	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20500	6575	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20600	6635	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20700	6563	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20800	6539	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
20900	6348	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21000	6428	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21100	6408	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21200	6405	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21300	6364	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21400	6436	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21500	6466	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21600	6342	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21700	6250	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21800	6312	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
21900	6320	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22000	6275	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22100	6061	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22200	6099	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22300	6207	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22400	6188	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22500	5960	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22600	6184	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22700	6059	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22800	6038	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
22900	6101	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23000	5933	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23100	5985	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23200	5957	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23300	5914	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23400	5854	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23500	5902	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23600	5882	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23700	5740	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23800	5662	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
23900	5648	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24000	5786	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24100	5786	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24200	5784	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24300	5713	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24400	5681	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24500	5706	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24600	5617	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24700	5549	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24800	5719	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
24900	5495	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25000	5567	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25100	5509	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25200	5563	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25300	5425	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25400	5517	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25500	5366	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25600	5427	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25700	5262	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25800	5418	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
25900	5316	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26000	5259	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26100	5334	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26200	5377	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26300	5261	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26400	5324	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26500	5231	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26600	5224	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26700	5223	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26800	5153	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
26900	5107	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27000	5117	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27100	5108	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27200	5095	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27300	5068	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27400	5114	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27500	5006	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27600	5068	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27700	4990	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27800	4852	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
27900	4967	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28000	4798	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28100	5064	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28200	4892	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28300	4867	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28400	4931	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28500	4888	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28600	4781	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28700	4750	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28800	4779	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
28900	4847	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29000	4878	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29100	4849	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29200	4712	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29300	4768	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29400	4688	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29500	4604	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29600	4718	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29700	4532	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29800	4477	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
29900	4600	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
30000	4661	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
30100	4656	PAF32809_PAF21165_PAF09309_PAF09661_PAF14969_PAF10280	ONT
