Read_Length,QV,Read_Numbers
10200,93,1269
10300,41,6
10300,42,17
10300,43,42
10300,44,38
10300,45,46
10300,46,83
10300,47,78
10300,48,88
10300,49,82
10300,50,95
10300,51,101
10300,52,109
10300,53,115
10300,54,88
10300,55,97
10300,56,98
10300,57,99
10300,58,94
10300,59,99
10300,60,83
10300,61,98
10300,62,77
10300,63,88
10300,64,96
10300,65,94
10300,66,88
10300,67,87
10300,68,89
10300,69,92
10300,70,95
10300,71,91
10300,72,98
10300,73,93
10300,74,104
10300,75,98
10300,76,121
10300,77,109
10300,78,135
10300,79,156
10300,80,139
10300,81,170
10300,82,168
10300,83,180
10300,84,173
10300,85,211
10300,86,247
10300,87,319
10300,88,316
10300,89,406
10300,90,574
10300,91,916
10300,92,1935
10300,93,1442
10400,41,1
10400,42,14
10400,43,39
10400,44,57
10400,45,67
10400,46,82
10400,47,87
10400,48,85
10400,49,123
10400,50,115
10400,51,113
10400,52,131
10400,53,111
10400,54,130
10400,55,112
10400,56,122
10400,57,122
10400,58,118
10400,59,117
10400,60,108
10400,61,109
10400,62,106
10400,63,101
10400,64,112
10400,65,106
10400,66,98
10400,67,110
10400,68,119
10400,69,117
10400,70,123
10400,71,118
10400,72,115
