Read_Length,QV,Read_Numbers
12700,71,17
12700,72,22
12700,73,21
12700,74,17
12700,75,21
12700,76,19
12700,77,24
12700,78,19
12700,79,30
12700,80,25
12700,81,28
12700,82,25
12700,83,32
12700,84,39
12700,85,43
12700,86,47
12700,87,68
12700,88,73
12700,89,80
12700,90,117
12700,91,211
12700,92,396
12700,93,282
12800,41,1
12800,42,4
12800,43,4
12800,44,7
12800,45,5
12800,46,13
12800,47,15
12800,48,17
12800,49,15
12800,50,14
12800,51,17
12800,52,20
12800,53,19
12800,54,22
12800,55,23
12800,56,21
12800,57,24
12800,58,18
12800,59,9
12800,60,20
12800,61,16
12800,62,20
12800,63,17
12800,64,23
12800,65,15
12800,66,19
12800,67,13
12800,68,21
12800,69,26
12800,70,31
12800,71,24
12800,72,21
12800,73,23
12800,74,34
12800,75,30
12800,76,23
12800,77,30
12800,78,27
12800,79,34
12800,80,33
12800,81,44
12800,82,33
12800,83,37
12800,84,44
12800,85,49
12800,86,65
12800,87,47
12800,88,87
12800,89,85
12800,90,145
12800,91,202
12800,92,452
12800,93,305
12900,41,2
12900,42,3
12900,43,1
12900,44,3
12900,45,6
12900,46,12
12900,47,11
12900,48,16
12900,49,20
12900,50,20
12900,51,19
12900,52,17
12900,53,20
12900,54,23
12900,55,12
12900,56,18
12900,57,27
12900,58,24
12900,59,19
12900,60,21
12900,61,21
12900,62,26
12900,63,27
12900,64,20
12900,65,36
12900,66,26
12900,67,25
12900,68,30
12900,69,25
12900,70,22
12900,71,14
12900,72,21
12900,73,28
12900,74,27
12900,75,29
12900,76,30
12900,77,32
12900,78,38
12900,79,36
12900,80,40
12900,81,42
12900,82,44
12900,83,40
12900,84,44
12900,85,64
12900,86,66
12900,87,87
12900,88,79
12900,89,97
12900,90,163
12900,91,261
12900,92,511
12900,93,322
13000,39,1
13000,41,2
13000,42,5
13000,43,12
13000,44,11
13000,45,11
13000,46,15
13000,47,18
13000,48,17
13000,49,16
13000,50,15
13000,51,17
13000,52,21
13000,53,27
13000,54,19
13000,55,21
13000,56,19
13000,57,22
13000,58,16
13000,59,35
13000,60,22
13000,61,25
13000,62,22
13000,63,21
13000,64,24
13000,65,24
13000,66,30
13000,67,19
13000,68,20
13000,69,27
13000,70,31
13000,71,22
13000,72,24
13000,73,35
13000,74,17
13000,75,29
13000,76,26
13000,77,41
13000,78,40
13000,79,45
13000,80,30
13000,81,25
13000,82,45
13000,83,54
13000,84,64
13000,85,76
13000,86,70
13000,87,93
13000,88,93
13000,89,115
13000,90,186
13000,91,280
13000,92,599
13000,93,343
13100,41,4
13100,42,3
13100,43,6
13100,44,8
13100,45,14
13100,46,15
13100,47,16
13100,48,18
13100,49,23
13100,50,25
13100,51,24
13100,52,30
13100,53,24
13100,54,34
13100,55,35
13100,56,24
13100,57,28
13100,58,23
13100,59,28
13100,60,33
13100,61,27
13100,62,20
13100,63,36
13100,64,24
13100,65,20
13100,66,34
13100,67,31
13100,68,32
13100,69,31
13100,70,35
13100,71,19
13100,72,38
13100,73,44
13100,74,29
13100,75,32
13100,76,33
13100,77,41
13100,78,33
13100,79,41
13100,80,46
13100,81,58
13100,82,48
13100,83,65
13100,84,82
13100,85,74
13100,86,80
13100,87,96
13100,88,95
13100,89,158
13100,90,212
13100,91,320
13100,92,663
13100,93,386
13200,40,1
13200,41,2
13200,42,6
13200,43,9
13200,44,9
13200,45,10
13200,46,14
13200,47,18
13200,48,23
13200,49,26
13200,50,27
13200,51,25
13200,52,26
13200,53,25
13200,54,29
13200,55,31
13200,56,24
13200,57,27
13200,58,24
13200,59,26
13200,60,26
13200,61,26
13200,62,36
13200,63,27
13200,64,33
13200,65,29
13200,66,43
13200,67,30
13200,68,35
13200,69,33
13200,70,33
13200,71,40
13200,72,41
13200,73,35
13200,74,50
13200,75,47
13200,76,48
13200,77,39
13200,78,35
13200,79,39
13200,80,56
13200,81,57
13200,82,67
13200,83,43
13200,84,87
13200,85,83
13200,86,86
13200,87,99
13200,88,149
13200,89,195
13200,90,230
13200,91,363
13200,92,767
13200,93,402
13300,41,3
13300,42,6
13300,43,9
13300,44,13
13300,45,17
13300,46,22
13300,47,20
13300,48,35
13300,49,25
13300,50,28
13300,51,31
13300,52,31
13300,53,35
13300,54,38
13300,55,30
13300,56,27
13300,57,33
13300,58,39
13300,59,37
13300,60,31
13300,61,35
13300,62,34
13300,63,30
13300,64,36
13300,65,34
13300,66,47
13300,67,43
13300,68,31
13300,69,39
13300,70,41
13300,71,51
13300,72,50
13300,73,51
13300,74,51
13300,75,43
13300,76,43
13300,77,51
13300,78,60
13300,79,52
13300,80,58
13300,81,68
13300,82,76
13300,83,100
13300,84,77
13300,85,104
13300,86,103
13300,87,138
13300,88,169
13300,89,172
13300,90,288
13300,91,447
13300,92,835
13300,93,451
13400,41,1
13400,42,7
13400,43,13
13400,44,18
13400,45,18
13400,46,21
13400,47,26
13400,48,29
13400,49,19
13400,50,26
13400,51,34
13400,52,31
13400,53,40
13400,54,43
13400,55,43
13400,56,31
13400,57,41
13400,58,42
13400,59,33
13400,60,46
13400,61,40
13400,62,41
13400,63,44
13400,64,43
13400,65,47
13400,66,52
13400,67,41
13400,68,55
13400,69,49
13400,70,54
13400,71,46
13400,72,53
13400,73,34
13400,74,52
13400,75,55
13400,76,70
13400,77,58
13400,78,55
13400,79,68
13400,80,73
13400,81,68
13400,82,68
13400,83,90
13400,84,97
13400,85,107
13400,86,112
13400,87,131
13400,88,175
13400,89,221
13400,90,290
13400,91,450
13400,92,983
13400,93,495
13500,40,1
13500,41,2
13500,42,8
13500,43,14
13500,44,20
13500,45,15
13500,46,32
13500,47,25
13500,48,47
13500,49,30
13500,50,37
13500,51,33
13500,52,55
13500,53,49
13500,54,37
13500,55,43
13500,56,42
13500,57,55
13500,58,39
13500,59,42
13500,60,41
13500,61,37
13500,62,40
13500,63,58
13500,64,40
13500,65,53
13500,66,43
13500,67,36
13500,68,47
13500,69,52
13500,70,66
13500,71,54
13500,72,52
13500,73,52
13500,74,52
13500,75,50
13500,76,67
13500,77,58
13500,78,76
13500,79,62
13500,80,67
13500,81,78
13500,82,86
13500,83,92
13500,84,100
13500,85,126
13500,86,131
13500,87,150
13500,88,193
13500,89,241
13500,90,374
13500,91,548
13500,92,1034
13500,93,502
13600,40,1
13600,41,3
13600,42,7
13600,43,9
13600,44,19
13600,45,18
13600,46,27
13600,47,36
13600,48,31
13600,49,39
13600,50,40
13600,51,49
13600,52,43
13600,53,35
13600,54,39
13600,55,46
13600,56,45
13600,57,46
13600,58,43
13600,59,49
13600,60,55
13600,61,50
13600,62,58
13600,63,48
13600,64,61
13600,65,62
13600,66,67
13600,67,58
13600,68,45
13600,69,47
13600,70,55
13600,71,46
13600,72,52
13600,73,60
13600,74,51
13600,75,70
13600,76,60
13600,77,80
13600,78,78
13600,79,79
13600,80,83
13600,81,80
13600,82,89
13600,83,109
13600,84,131
13600,85,121
13600,86,152
13600,87,183
13600,88,231
13600,89,257
13600,90,392
13600,91,582
13600,92,1161
13600,93,566
13700,39,1
13700,41,6
13700,42,17
13700,43,16
13700,44,15
13700,45,16
13700,46,25
13700,47,37
13700,48,42
13700,49,43
13700,50,56
13700,51,58
13700,52,43
13700,53,58
13700,54,60
13700,55,52
13700,56,50
13700,57,42
13700,58,44
13700,59,40
13700,60,50
13700,61,61
13700,62,64
13700,63,55
13700,64,48
13700,65,49
13700,66,51
13700,67,53
13700,68,66
13700,69,67
13700,70,69
13700,71,79
13700,72,68
13700,73,61
13700,74,83
13700,75,75
13700,76,73
13700,77,69
13700,78,78
13700,79,96
13700,80,88
13700,81,81
13700,82,121
13700,83,112
13700,84,130
13700,85,134
13700,86,179
13700,87,203
13700,88,220
13700,89,334
13700,90,432
13700,91,662
13700,92,1339
13700,93,523
13800,40,1
13800,41,3
13800,42,18
13800,43,17
13800,44,17
13800,45,30
13800,46,37
13800,47,30
13800,48,54
13800,49,45
13800,50,39
13800,51,49
13800,52,49
13800,53,67
13800,54,30
13800,55,57
13800,56,55
13800,57,58
13800,58,52
13800,59,63
13800,60,65
13800,61,46
13800,62,57
13800,63,69
13800,64,66
13800,65,63
13800,66,75
13800,67,66
13800,68,56
13800,69,80
13800,70,75
13800,71,59
13800,72,79
13800,73,79
13800,74,93
13800,75,76
13800,76,88
13800,77,86
13800,78,92
13800,79,103
13800,80,93
13800,81,109
13800,82,130
13800,83,150
13800,84,153
13800,85,169
13800,86,183
13800,87,237
13800,88,286
13800,89,344
13800,90,453
13800,91,792
13800,92,1386
13800,93,531
13900,41,5
13900,42,8
13900,43,20
13900,44,19
13900,45,36
13900,46,43
13900,47,42
13900,48,54
13900,49,36
13900,50,55
13900,51,57
13900,52,50
13900,53,55
13900,54,50
13900,55,66
13900,56,56
13900,57,83
13900,58,60
13900,59,64
13900,60,67
13900,61,63
13900,62,68
13900,63,60
13900,64,68
13900,65,67
13900,66,70
13900,67,69
13900,68,68
13900,69,78
13900,70,96
13900,71,69
13900,72,63
13900,73,70
13900,74,93
13900,75,80
13900,76,96
13900,77,93
13900,78,103
13900,79,107
13900,80,124
13900,81,138
13900,82,137
13900,83,131
13900,84,153
13900,85,168
13900,86,201
13900,87,291
13900,88,291
13900,89,362
13900,90,502
13900,91,799
13900,92,1555
13900,93,564
14000,41,2
14000,42,15
14000,43,17
14000,44,20
14000,45,41
14000,46,44
14000,47,45
14000,48,54
14000,49,74
14000,50,43
14000,51,49
14000,52,66
14000,53,54
14000,54,68
14000,55,72
14000,56,69
14000,57,58
14000,58,64
14000,59,86
14000,60,77
14000,61,73
14000,62,83
14000,63,68
14000,64,71
14000,65,81
14000,66,81
14000,67,66
14000,68,85
14000,69,82
14000,70,71
14000,71,93
14000,72,92
14000,73,83
14000,74,92
14000,75,87
14000,76,103
14000,77,104
14000,78,115
14000,79,129
14000,80,115
14000,81,140
14000,82,146
14000,83,169
14000,84,168
14000,85,182
14000,86,213
14000,87,254
14000,88,309
14000,89,371
14000,90,573
14000,91,837
14000,92,1606
14000,93,537
14100,39,1
14100,40,1
14100,41,4
14100,42,17
14100,43,25
14100,44,27
14100,45,47
14100,46,40
14100,47,49
14100,48,48
14100,49,87
14100,50,56
14100,51,59
14100,52,60
14100,53,65
14100,54,70
14100,55,74
14100,56,76
14100,57,84
14100,58,82
14100,59,73
14100,60,67
14100,61,78
14100,62,77
14100,63,88
14100,64,79
14100,65,82
14100,66,88
14100,67,78
14100,68,96
14100,69,87
14100,70,99
14100,71,96
14100,72,100
14100,73,87
14100,74,95
14100,75,112
14100,76,115
14100,77,114
14100,78,113
14100,79,135
14100,80,157
14100,81,130
14100,82,149
14100,83,163
14100,84,182
14100,85,228
14100,86,265
14100,87,291
14100,88,356
14100,89,462
14100,90,621
14100,91,920
14100,92,1763
14100,93,598
14200,40,2
14200,41,4
14200,42,16
14200,43,18
14200,44,35
14200,45,34
14200,46,59
14200,47,64
14200,48,68
14200,49,66
14200,50,52
14200,51,73
14200,52,79
14200,53,78
14200,54,73
14200,55,72
14200,56,92
14200,57,85
14200,58,99
14200,59,88
14200,60,87
14200,61,77
14200,62,76
14200,63,90
14200,64,92
14200,65,67
14200,66,86
14200,67,99
14200,68,87
14200,69,93
14200,70,102
14200,71,93
14200,72,110
14200,73,102
14200,74,113
14200,75,115
14200,76,107
14200,77,140
14200,78,128
14200,79,148
14200,80,147
14200,81,148
14200,82,176
14200,83,185
14200,84,171
14200,85,218
14200,86,266
14200,87,339
14200,88,406
14200,89,445
14200,90,661
14200,91,1033
14200,92,1968
14200,93,568
14300,41,9
14300,42,24
14300,43,24
14300,44,31
14300,45,37
14300,46,44
14300,47,64
14300,48,56
14300,49,59
14300,50,68
14300,51,88
14300,52,73
14300,53,72
14300,54,92
14300,55,68
14300,56,96
14300,57,96
14300,58,77
14300,59,76
14300,60,87
14300,61,95
14300,62,79
14300,63,97
14300,64,92
14300,65,78
14300,66,89
14300,67,96
14300,68,110
14300,69,106
14300,70,95
14300,71,106
14300,72,111
14300,73,113
14300,74,111
14300,75,150
14300,76,149
14300,77,131
14300,78,116
14300,79,153
14300,80,140
14300,81,151
14300,82,185
14300,83,200
14300,84,185
14300,85,246
14300,86,299
14300,87,283
14300,88,359
14300,89,521
14300,90,696
14300,91,1056
14300,92,1923
14300,93,564
14400,40,1
14400,41,8
14400,42,14
14400,43,31
14400,44,30
14400,45,34
14400,46,51
14400,47,56
14400,48,72
14400,49,68
14400,50,62
14400,51,78
14400,52,85
14400,53,99
14400,54,83
14400,55,88
14400,56,89
14400,57,80
14400,58,101
14400,59,89
14400,60,96
14400,61,105
14400,62,93
14400,63,86
14400,64,76
14400,65,113
14400,66,73
14400,67,100
14400,68,108
14400,69,102
14400,70,104
14400,71,95
14400,72,111
14400,73,98
14400,74,108
14400,75,162
14400,76,136
14400,77,152
14400,78,140
14400,79,154
14400,80,173
14400,81,175
14400,82,173
14400,83,194
14400,84,204
14400,85,262
14400,86,290
14400,87,347
14400,88,402
14400,89,517
14400,90,755
14400,91,1147
14400,92,2019
14400,93,520
14500,40,3
14500,41,5
14500,42,23
14500,43,20
14500,44,41
14500,45,52
14500,46,57
14500,47,63
14500,48,71
14500,49,68
14500,50,76
14500,51,80
14500,52,95
14500,53,94
14500,54,95
14500,55,96
14500,56,96
14500,57,108
14500,58,93
14500,59,109
14500,60,97
14500,61,98
14500,62,99
14500,63,98
14500,64,92
14500,65,115
14500,66,91
14500,67,90
14500,68,120
14500,69,105
14500,70,125
14500,71,116
14500,72,134
14500,73,148
14500,74,121
14500,75,127
14500,76,150
14500,77,159
14500,78,128
14500,79,154
14500,80,140
14500,81,166
14500,82,186
14500,83,210
14500,84,253
14500,85,262
14500,86,311
14500,87,370
14500,88,438
14500,89,560
14500,90,798
14500,91,1296
14500,92,2147
14500,93,535
14600,41,2
14600,42,17
14600,43,30
14600,44,53
14600,45,59
14600,46,59
14600,47,69
14600,48,72
14600,49,62
14600,50,101
14600,51,97
14600,52,94
14600,53,98
14600,54,102
14600,55,87
14600,56,103
14600,57,87
14600,58,107
14600,59,94
14600,60,105
14600,61,96
14600,62,101
14600,63,105
14600,64,125
14600,65,116
14600,66,109
14600,67,106
14600,68,106
14600,69,129
14600,70,130
14600,71,110
14600,72,139
14600,73,150
14600,74,128
14600,75,147
14600,76,160
14600,77,143
14600,78,156
14600,79,160
14600,80,187
14600,81,207
14600,82,212
14600,83,217
14600,84,254
14600,85,274
14600,86,302
14600,87,398
14600,88,443
14600,89,593
14600,90,810
14600,91,1257
14600,92,2204
14600,93,460
14700,40,1
14700,41,7
14700,42,23
14700,43,32
14700,44,52
14700,45,58
14700,46,61
14700,47,84
14700,48,77
14700,49,89
14700,50,88
14700,51,76
14700,52,95
14700,53,94
14700,54,89
14700,55,109
14700,56,99
14700,57,113
14700,58,117
14700,59,105
14700,60,115
14700,61,86
14700,62,91
14700,63,137
14700,64,96
14700,65,113
14700,66,108
14700,67,114
14700,68,108
14700,69,124
14700,70,138
14700,71,101
14700,72,124
14700,73,129
14700,74,122
14700,75,138
14700,76,147
14700,77,153
14700,78,168
14700,79,183
14700,80,202
14700,81,209
14700,82,222
14700,83,260
14700,84,245
14700,85,279
14700,86,317
14700,87,393
14700,88,491
14700,89,618
14700,90,822
14700,91,1220
14700,92,2358
14700,93,438
14800,40,3
14800,41,10
14800,42,20
14800,43,29
14800,44,32
14800,45,48
14800,46,65
14800,47,67
14800,48,96
14800,49,89
14800,50,86
14800,51,95
14800,52,99
14800,53,99
14800,54,110
14800,55,110
14800,56,103
14800,57,103
14800,58,112
14800,59,116
14800,60,94
14800,61,106
14800,62,108
14800,63,96
14800,64,129
14800,65,109
14800,66,132
14800,67,134
14800,68,102
14800,69,127
14800,70,129
14800,71,125
14800,72,134
14800,73,144
14800,74,147
14800,75,150
14800,76,162
14800,77,154
14800,78,152
14800,79,157
14800,80,200
14800,81,177
14800,82,241
14800,83,230
14800,84,276
14800,85,320
14800,86,332
14800,87,386
14800,88,513
14800,89,650
14800,90,852
14800,91,1380
14800,92,2277
14800,93,462
14900,40,1
14900,41,10
14900,42,16
14900,43,38
14900,44,38
14900,45,54
14900,46,78
14900,47,93
14900,48,105
14900,49,87
14900,50,93
14900,51,107
14900,52,102
14900,53,124
14900,54,107
14900,55,103
14900,56,114
14900,57,116
14900,58,117
14900,59,113
14900,60,114
14900,61,115
14900,62,129
14900,63,131
14900,64,101
14900,65,93
14900,66,112
14900,67,127
14900,68,130
14900,69,126
14900,70,143
14900,71,112
14900,72,133
14900,73,164
14900,74,133
14900,75,164
14900,76,160
14900,77,141
14900,78,183
14900,79,152
14900,80,188
14900,81,220
14900,82,237
14900,83,259
14900,84,281
14900,85,310
14900,86,367
14900,87,460
14900,88,478
14900,89,632
14900,90,927
14900,91,1415
14900,92,2321
14900,93,410
15000,40,3
15000,41,10
15000,42,21
15000,43,29
15000,44,43
15000,45,47
15000,46,67
15000,47,92
15000,48,93
15000,49,81
15000,50,96
15000,51,118
15000,52,99
15000,53,119
15000,54,101
15000,55,120
15000,56,106
15000,57,104
15000,58,109
15000,59,109
15000,60,103
15000,61,108
15000,62,146
15000,63,108
15000,64,104
15000,65,126
15000,66,111
15000,67,123
15000,68,107
15000,69,162
15000,70,142
15000,71,129
15000,72,145
15000,73,133
15000,74,146
15000,75,158
15000,76,153
15000,77,188
15000,78,174
15000,79,164
15000,80,219
15000,81,194
15000,82,226
15000,83,261
15000,84,284
15000,85,299
15000,86,366
15000,87,468
15000,88,530
15000,89,703
15000,90,907
15000,91,1390
15000,92,2473
15000,93,388
15100,41,3
15100,42,16
15100,43,36
15100,44,45
15100,45,52
15100,46,79
15100,47,89
15100,48,98
15100,49,98
15100,50,96
15100,51,121
15100,52,106
15100,53,109
15100,54,122
15100,55,99
15100,56,113
15100,57,110
15100,58,100
15100,59,124
15100,60,145
15100,61,116
15100,62,123
15100,63,146
15100,64,147
15100,65,135
15100,66,139
15100,67,127
15100,68,147
15100,69,120
15100,70,147
15100,71,141
15100,72,141
15100,73,151
15100,74,141
15100,75,167
15100,76,163
15100,77,185
15100,78,158
15100,79,192
15100,80,223
15100,81,225
15100,82,216
15100,83,296
15100,84,269
15100,85,301
15100,86,345
15100,87,442
15100,88,538
15100,89,720
15100,90,1007
15100,91,1490
15100,92,2438
15100,93,289
15200,39,1
15200,40,1
15200,41,11
15200,42,19
15200,43,32
15200,44,48
15200,45,60
15200,46,90
15200,47,87
15200,48,96
15200,49,89
15200,50,121
15200,51,84
15200,52,105
15200,53,98
15200,54,117
15200,55,116
15200,56,119
15200,57,110
15200,58,112
15200,59,118
15200,60,118
15200,61,118
15200,62,139
15200,63,122
15200,64,117
15200,65,137
15200,66,110
15200,67,129
15200,68,130
15200,69,159
15200,70,138
15200,71,145
15200,72,131
15200,73,131
15200,74,180
15200,75,174
15200,76,176
15200,77,182
15200,78,188
15200,79,232
15200,80,206
15200,81,199
15200,82,237
15200,83,261
15200,84,292
15200,85,334
15200,86,382
15200,87,461
15200,88,547
15200,89,701
15200,90,984
15200,91,1481
15200,92,2346
15200,93,280
15300,39,1
15300,41,12
15300,42,24
15300,43,36
15300,44,44
15300,45,49
15300,46,68
15300,47,82
15300,48,100
15300,49,94
15300,50,107
15300,51,110
15300,52,116
15300,53,118
15300,54,107
15300,55,114
15300,56,114
15300,57,118
15300,58,127
15300,59,104
15300,60,123
15300,61,127
15300,62,134
15300,63,99
15300,64,132
15300,65,132
15300,66,131
15300,67,147
15300,68,126
15300,69,136
15300,70,166
15300,71,160
15300,72,174
15300,73,156
15300,74,145
15300,75,172
15300,76,168
15300,77,206
15300,78,194
15300,79,178
15300,80,205
15300,81,205
15300,82,277
15300,83,269
15300,84,308
15300,85,362
15300,86,386
15300,87,413
15300,88,556
15300,89,728
15300,90,1000
15300,91,1516
15300,92,2359
15300,93,226
15400,41,12
15400,42,20
15400,43,31
15400,44,52
15400,45,62
15400,46,69
15400,47,86
15400,48,90
15400,49,99
15400,50,106
15400,51,121
15400,52,96
15400,53,116
15400,54,127
15400,55,124
15400,56,136
15400,57,119
15400,58,125
15400,59,141
15400,60,132
15400,61,142
15400,62,110
15400,63,139
15400,64,130
15400,65,122
15400,66,140
15400,67,139
15400,68,137
15400,69,146
15400,70,142
15400,71,143
15400,72,156
15400,73,163
15400,74,158
15400,75,157
15400,76,172
15400,77,191
15400,78,178
15400,79,198
15400,80,215
15400,81,227
15400,82,233
15400,83,260
15400,84,288
15400,85,361
15400,86,403
15400,87,470
15400,88,520
15400,89,692
15400,90,995
15400,91,1558
15400,92,2342
15400,93,190
15500,40,4
15500,41,6
15500,42,21
15500,43,36
15500,44,73
15500,45,68
15500,46,62
15500,47,84
15500,48,92
15500,49,106
15500,50,110
15500,51,122
15500,52,124
15500,53,110
15500,54,115
15500,55,140
15500,56,120
15500,57,132
15500,58,118
15500,59,119
15500,60,133
15500,61,126
15500,62,122
15500,63,145
15500,64,159
15500,65,147
15500,66,132
15500,67,150
15500,68,133
15500,69,145
15500,70,142
15500,71,153
15500,72,144
15500,73,157
15500,74,181
15500,75,152
15500,76,172
15500,77,188
15500,78,179
15500,79,201
15500,80,242
15500,81,202
15500,82,256
15500,83,280
15500,84,266
15500,85,329
15500,86,404
15500,87,494
15500,88,574
15500,89,719
15500,90,1031
15500,91,1520
15500,92,2282
15500,93,182
15600,40,2
15600,41,11
15600,42,24
15600,43,48
15600,44,49
15600,45,83
15600,46,70
15600,47,88
15600,48,91
15600,49,91
15600,50,114
15600,51,109
15600,52,110
15600,53,112
15600,54,98
15600,55,121
15600,56,128
15600,57,123
15600,58,130
15600,59,117
15600,60,132
15600,61,120
15600,62,129
15600,63,107
15600,64,146
15600,65,139
15600,66,159
15600,67,131
15600,68,131
15600,69,153
15600,70,152
15600,71,160
15600,72,158
15600,73,143
15600,74,180
15600,75,178
15600,76,175
15600,77,193
15600,78,194
15600,79,195
15600,80,215
15600,81,223
15600,82,228
15600,83,275
15600,84,282
15600,85,372
15600,86,375
15600,87,497
15600,88,550
15600,89,750
15600,90,1034
15600,91,1552
15600,92,2380
15600,93,169
15700,40,1
15700,41,8
15700,42,27
15700,43,44
15700,44,49
15700,45,66
15700,46,71
15700,47,71
15700,48,86
15700,49,101
15700,50,123
15700,51,126
15700,52,135
15700,53,104
15700,54,122
15700,55,109
15700,56,118
15700,57,109
15700,58,132
15700,59,129
15700,60,117
15700,61,115
15700,62,142
15700,63,136
15700,64,120
15700,65,146
15700,66,154
15700,67,143
15700,68,166
15700,69,143
15700,70,150
15700,71,136
15700,72,138
15700,73,143
15700,74,171
15700,75,191
15700,76,152
15700,77,176
15700,78,183
15700,79,209
15700,80,245
15700,81,254
15700,82,261
15700,83,292
15700,84,306
15700,85,350
15700,86,388
15700,87,486
15700,88,574
15700,89,723
15700,90,1015
15700,91,1426
15700,92,2200
15700,93,127
15800,40,2
15800,41,10
15800,42,26
15800,43,37
15800,44,53
15800,45,69
15800,46,78
15800,47,91
15800,48,80
15800,49,102
15800,50,119
15800,51,113
15800,52,115
15800,53,100
15800,54,125
15800,55,124
15800,56,126
15800,57,100
15800,58,135
15800,59,115
15800,60,99
15800,61,150
15800,62,157
15800,63,142
15800,64,124
15800,65,132
15800,66,116
15800,67,148
15800,68,127
15800,69,151
15800,70,131
15800,71,152
15800,72,149
15800,73,174
15800,74,173
15800,75,164
15800,76,193
15800,77,208
15800,78,223
15800,79,224
15800,80,221
15800,81,239
15800,82,246
15800,83,282
15800,84,301
15800,85,356
15800,86,420
15800,87,452
15800,88,568
15800,89,728
15800,90,1048
15800,91,1465
15800,92,2239
15800,93,100
15900,39,2
15900,40,1
15900,41,11
15900,42,28
15900,43,31
15900,44,52
15900,45,83
15900,46,68
15900,47,83
15900,48,89
15900,49,117
15900,50,108
15900,51,114
15900,52,99
15900,53,104
15900,54,115
15900,55,120
15900,56,128
15900,57,112
15900,58,135
15900,59,123
15900,60,132
15900,61,122
15900,62,130
15900,63,142
15900,64,121
15900,65,140
15900,66,129
15900,67,113
15900,68,141
15900,69,138
15900,70,144
15900,71,138
15900,72,156
15900,73,150
15900,74,149
15900,75,167
15900,76,182
15900,77,181
15900,78,209
15900,79,223
15900,80,214
15900,81,264
15900,82,273
15900,83,268
15900,84,317
15900,85,376
15900,86,428
15900,87,499
15900,88,612
15900,89,759
15900,90,1033
15900,91,1432
15900,92,2129
15900,93,94
16000,40,3
16000,41,10
16000,42,21
16000,43,31
16000,44,43
16000,45,71
16000,46,67
16000,47,96
16000,48,93
16000,49,95
16000,50,98
16000,51,117
16000,52,126
16000,53,137
16000,54,110
16000,55,116
16000,56,128
16000,57,124
16000,58,119
16000,59,133
16000,60,135
16000,61,127
16000,62,134
16000,63,138
16000,64,102
16000,65,132
16000,66,155
16000,67,142
16000,68,123
16000,69,131
16000,70,141
16000,71,154
16000,72,140
16000,73,167
16000,74,161
16000,75,162
16000,76,171
16000,77,196
16000,78,189
16000,79,200
16000,80,203
16000,81,209
16000,82,268
16000,83,275
16000,84,287
16000,85,329
16000,86,401
16000,87,472
16000,88,600
16000,89,719
16000,90,1053
16000,91,1455
16000,92,2079
16000,93,66
16100,39,1
16100,40,2
16100,41,13
16100,42,29
16100,43,36
16100,44,55
16100,45,59
16100,46,69
16100,47,71
16100,48,98
16100,49,105
16100,50,109
16100,51,126
16100,52,116
16100,53,100
16100,54,127
16100,55,98
16100,56,122
16100,57,135
16100,58,118
16100,59,127
16100,60,124
16100,61,118
16100,62,141
16100,63,151
16100,64,109
16100,65,147
16100,66,141
16100,67,138
16100,68,149
16100,69,159
16100,70,143
16100,71,159
16100,72,154
16100,73,151
16100,74,142
16100,75,171
16100,76,170
16100,77,199
16100,78,206
16100,79,216
16100,80,217
16100,81,245
16100,82,272
16100,83,295
16100,84,316
16100,85,360
16100,86,381
16100,87,474
16100,88,618
16100,89,777
16100,90,1042
16100,91,1379
16100,92,1936
16100,93,80
16200,40,2
16200,41,9
16200,42,27
16200,43,29
16200,44,54
16200,45,69
16200,46,62
16200,47,86
16200,48,78
16200,49,94
16200,50,122
16200,51,113
16200,52,110
16200,53,120
16200,54,122
16200,55,105
16200,56,117
16200,57,127
16200,58,145
16200,59,113
16200,60,141
16200,61,105
16200,62,140
16200,63,139
16200,64,125
16200,65,136
16200,66,124
16200,67,122
16200,68,141
16200,69,137
16200,70,137
16200,71,126
16200,72,134
16200,73,148
16200,74,154
16200,75,176
16200,76,182
16200,77,204
16200,78,188
16200,79,218
16200,80,213
16200,81,214
16200,82,243
16200,83,266
16200,84,306
16200,85,345
16200,86,402
16200,87,481
16200,88,608
16200,89,746
16200,90,1033
16200,91,1399
16200,92,1882
16200,93,62
16300,39,1
16300,40,3
16300,41,8
16300,42,27
16300,43,41
16300,44,48
16300,45,46
16300,46,79
16300,47,67
16300,48,93
16300,49,110
16300,50,101
16300,51,104
16300,52,119
16300,53,108
16300,54,117
16300,55,100
16300,56,123
16300,57,120
16300,58,134
16300,59,121
16300,60,122
16300,61,122
16300,62,97
16300,63,137
16300,64,132
16300,65,126
16300,66,132
16300,67,131
16300,68,145
16300,69,112
16300,70,142
16300,71,139
16300,72,131
16300,73,187
16300,74,165
16300,75,182
16300,76,172
16300,77,198
16300,78,182
16300,79,191
16300,80,249
16300,81,212
16300,82,239
16300,83,236
16300,84,302
16300,85,343
16300,86,384
16300,87,539
16300,88,573
16300,89,726
16300,90,1000
16300,91,1446
16300,92,1867
16300,93,55
16400,40,2
16400,41,10
16400,42,18
16400,43,32
16400,44,63
16400,45,64
16400,46,80
16400,47,87
16400,48,90
16400,49,94
16400,50,98
16400,51,119
16400,52,123
16400,53,117
16400,54,116
16400,55,107
16400,56,119
16400,57,109
16400,58,133
16400,59,130
16400,60,118
16400,61,127
16400,62,142
16400,63,133
16400,64,114
16400,65,116
16400,66,147
